Lemma	Wordlist	Rank	SFI	U	D	F	Rank	Coverage	Cumulative					
route	1 - NGSL	1408	57.810	60.40	0.9088	"18,200"	"1,464"	0.0001	0.86					
bind	1 - NGSL	1409	57.803	60.30	0.8777	"18,718"	"1,433"	0.0001	0.86					
belong	1 - NGSL	1410	57.800	60.25	0.9699	"17,155"	"1,520"	0.0001	0.86					
taste	1 - NGSL	1411	57.795	60.19	0.9649	"17,215"	"1,517"	0.0001	0.86					
tonight	1 - NGSL	1412	57.794	60.17	0.7123	"22,520"	"1,214"	0.0001	0.84					
fashion	1 - NGSL	1413	57.791	60.13	0.9762	"17,025"	"1,530"	0.0001	0.86					
danger	1 - NGSL	1414	57.790	60.12	0.9826	"16,926"	"1,537"	0.0001	0.86					
bomb	1 - NGSL	1415	57.788	60.08	0.8698	"18,834"	"1,424"	0.0001	0.86					
army	1 - NGSL	1416	57.787	60.08	0.9076	"18,130"	"1,467"	0.0001	0.86					
dangerous	1 - NGSL	1417	57.774	59.90	0.9686	"17,078"	"1,527"	0.0001	0.86					
decrease	1 - NGSL	1418	57.762	59.73	0.7170	"21,974"	"1,243"	0.0001	0.84					
hurt	1 - NGSL	1419	57.759	59.69	0.8906	"18,312"	"1,455"	0.0001	0.86					
council	1 - NGSL	1420	57.752	59.59	0.8539	"19,010"	"1,410"	0.0001	0.86					
editor	1 - NGSL	1421	57.742	59.46	0.8670	"18,659"	"1,439"	0.0001	0.86					
normally	1 - NGSL	1422	57.741	59.44	0.9556	"17,151"	"1,521"	0.0001	0.86					
sight	1 - NGSL	1423	57.736	59.37	0.8961	"18,097"	"1,468"	0.0001	0.86					
generate	1 - NGSL	1424	57.727	59.25	0.8610	"18,711"	"1,435"	0.0001	0.86					
gift	1 - NGSL	1425	57.727	59.25	0.9707	"16,859"	"1,542"	0.0001	0.87					
delivery	1 - NGSL	1426	57.722	59.18	0.8373	"19,136"	"1,402"	0.0001	0.86					
deny	1 - NGSL	1427	57.718	59.13	0.9617	"16,965"	"1,533"	0.0001	0.86					
guest	1 - NGSL	1428	57.717	59.12	0.9390	"17,320"	"1,512"	0.0001	0.86					
anybody	1 - NGSL	1429	57.714	59.07	0.8093	"19,733"	"1,359"	0.0001	0.85					
bedroom	1 - NGSL	1430	57.714	59.07	0.7692	"20,489"	"1,316"	0.0001	0.85					
quote	1 - NGSL	1431	57.706	58.96	0.9352	"17,342"	"1,509"	0.0001	0.86					
climb	1 - NGSL	1432	57.700	58.88	0.9024	"17,840"	"1,485"	0.0001	0.86					
basically	1 - NGSL	1433	57.696	58.83	0.7524	"20,958"	"1,289"	0.0001	0.85					
violence	1 - NGSL	1434	57.690	58.76	0.8796	"18,237"	"1,462"	0.0001	0.86					
minister	1 - NGSL	1435	57.687	58.70	0.8629	"18,535"	"1,452"	0.0001	0.86					
mainly	1 - NGSL	1436	57.684	58.66	0.9242	"17,420"	"1,504"	0.0001	0.86					
mouth	1 - NGSL	1437	57.682	58.64	0.7300	"21,230"	"1,275"	0.0001	0.85					
noise	1 - NGSL	1438	57.675	58.55	0.8911	"17,936"	"1,476"	0.0001	0.86					
manner	1 - NGSL	1439	57.675	58.54	0.9017	"17,755"	"1,491"	0.0001	0.86					
gun	1 - NGSL	1440	57.668	58.45	0.9018	"17,744"	"1,492"	0.0001	0.86					
square	1 - NGSL	1441	57.667	58.44	0.9544	"16,877"	"1,540"	0.0001	0.87					
occasion	1 - NGSL	1442	57.652	58.24	0.9495	"16,893"	"1,539"	0.0001	0.87					
familiar	1 - NGSL	1443	57.640	58.08	0.9740	"16,477"	"1,568"	0.0001	0.87					
ignore	1 - NGSL	1444	57.640	58.08	0.9613	"16,665"	"1,558"	0.0001	0.87					
destroy	1 - NGSL	1445	57.637	58.03	0.9727	"16,484"	"1,565"	0.0001	0.87					
affair	1 - NGSL	1446	57.631	57.95	0.9544	"16,737"	"1,554"	0.0001	0.87					
civil	1 - NGSL	1447	57.622	57.84	0.9067	"17,479"	"1,502"	0.0001	0.86					
locate	1 - NGSL	1448	57.622	57.83	0.8906	"17,728"	"1,493"	0.0001	0.86					
citizen	1 - NGSL	1449	57.618	57.79	0.9594	"16,616"	"1,560"	0.0001	0.87					
temperature	1 - NGSL	1450	57.613	57.72	0.8604	"18,253"	"1,461"	0.0001	0.86					
gold	1 - NGSL	1451	57.610	57.67	0.9373	"16,918"	"1,538"	0.0001	0.86					
domestic	1 - NGSL	1452	57.574	57.20	0.8843	"17,674"	"1,495"	0.0001	0.86					
load	1 - NGSL	1453	57.570	57.15	0.9341	"16,818"	"1,547"	0.0001	0.87					
belief	1 - NGSL	1454	57.568	57.12	0.9162	"17,089"	"1,526"	0.0001	0.86					
troop	1 - NGSL	1455	57.567	57.11	0.8134	"18,976"	"1,414"	0.0001	0.86					
technical	1 - NGSL	1456	57.562	57.04	0.9193	"17,023"	"1,531"	0.0001	0.86					
remind	1 - NGSL	1457	57.561	57.03	0.9548	"16,463"	"1,570"	0.0001	0.87					
arrangement	1 - NGSL	1458	57.561	57.03	0.8685	"17,885"	"1,483"	0.0001	0.86					
skin	1 - NGSL	1459	57.554	56.94	0.9040	"17,227"	"1,516"	0.0001	0.86					
prison	1 - NGSL	1460	57.554	56.94	0.9318	"16,800"	"1,548"	0.0001	0.87					
switch	1 - NGSL	1461	57.550	56.88	0.9616	"16,318"	"1,580"	0.0001	0.87					
acquire	1 - NGSL	1462	57.541	56.77	0.8173	"18,762"	"1,428"	0.0001	0.86					
corporate	1 - NGSL	1463	57.535	56.69	0.8273	"18,550"	"1,449"	0.0001	0.86					
fairly	1 - NGSL	1464	57.529	56.61	0.9574	"16,309"	"1,581"	0.0001	0.87					
wood	1 - NGSL	1465	57.529	56.61	0.9252	"16,791"	"1,549"	0.0001	0.87					
participate	1 - NGSL	1466	57.529	56.61	0.9174	"16,929"	"1,536"	0.0001	0.86					
tough	1 - NGSL	1467	57.525	56.56	0.8521	"18,055"	"1,472"	0.0001	0.86					
tear	1 - NGSL	1468	57.522	56.52	0.8193	"18,591"	"1,444"	0.0001	0.86					
representative	1 - NGSL	1469	57.521	56.51	0.9081	"17,054"	"1,528"	0.0001	0.86					
capacity	1 - NGSL	1470	57.521	56.51	0.8967	"17,238"	"1,514"	0.0001	0.86					
border	1 - NGSL	1471	57.514	56.42	0.9196	"16,835"	"1,545"	0.0001	0.87					
shake	1 - NGSL	1472	57.510	56.36	0.6449	"22,565"	"1,208"	0.0001	0.84					
assessment	1 - NGSL	1473	57.507	56.32	0.8343	"18,288"	"1,457"	0.0001	0.86					
shoe	1 - NGSL	1474	57.506	56.31	0.9161	"16,845"	"1,544"	0.0001	0.87					
ought	1 - NGSL	1475	57.501	56.24	0.8990	"17,121"	"1,522"	0.0001	0.86					
ad	1 - NGSL	1476	57.496	56.19	0.9198	"16,761"	"1,550"	0.0001	0.87					
fee	1 - NGSL	1477	57.490	56.10	0.6848	"21,690"	"1,252"	0.0001	0.84					
hall	1 - NGSL	1478	57.488	56.08	0.9353	"16,480"	"1,566"	0.0001	0.87					
regulation	1 - NGSL	1479	57.481	55.99	0.8314	"18,255"	"1,460"	0.0001	0.86					
escape	1 - NGSL	1480	57.478	55.95	0.9433	"16,320"	"1,579"	0.0001	0.87					
studio	1 - NGSL	1481	57.476	55.92	0.8017	"18,848"	"1,422"	0.0001	0.86					
proper	1 - NGSL	1482	57.475	55.91	0.9661	"15,975"	"1,594"	0.0001	0.87					
relax	1 - NGSL	1483	57.474	55.90	0.8429	"17,950"	"1,475"	0.0001	0.86					
tourist	1 - NGSL	1484	57.474	55.90	0.7796	"19,175"	"1,400"	0.0001	0.86					
component	1 - NGSL	1485	57.470	55.85	0.7575	"19,654"	"1,369"	0.0001	0.85					
afford	1 - NGSL	1486	57.459	55.70	0.9885	"15,600"	"1,623"	0.0001	0.87					
lawyer	1 - NGSL	1487	57.456	55.67	0.8522	"17,766"	"1,490"	0.0001	0.86					
suspect	1 - NGSL	1488	57.455	55.65	0.9165	"16,654"	"1,559"	0.0001	0.87					
cup	1 - NGSL	1489	57.453	55.63	0.9127	"16,697"	"1,555"	0.0001	0.87					
description	1 - NGSL	1490	57.453	55.62	0.8797	"17,238"	"1,514"	0.0001	0.86					
confidence	1 - NGSL	1491	57.436	55.42	0.9781	"15,665"	"1,619"	0.0001	0.87					
industrial	1 - NGSL	1492	57.424	55.26	0.8686	"17,337"	"1,510"	0.0001	0.86					
complain	1 - NGSL	1493	57.424	55.26	0.9227	"16,428"	"1,575"	0.0001	0.87					
perspective	1 - NGSL	1494	57.423	55.25	0.8751	"17,202"	"1,519"	0.0001	0.86					
error	1 - NGSL	1495	57.419	55.20	0.8241	"18,091"	"1,469"	0.0001	0.86					
arrest	1 - NGSL	1496	57.416	55.16	0.9112	"16,592"	"1,562"	0.0001	0.87					
assess	1 - NGSL	1497	57.415	55.14	0.7941	"18,663"	"1,438"	0.0001	0.86					
register	1 - NGSL	1498	57.400	54.95	0.8133	"18,272"	"1,459"	0.0001	0.86					
asset	1 - NGSL	1499	57.397	54.92	0.4559	"30,185"	965	0.0001	0.82					
signal	1 - NGSL	1500	57.394	54.88	0.8775	"17,040"	"1,529"	0.0001	0.86					
finger	1 - NGSL	1501	57.384	54.75	0.7332	"19,751"	"1,358"	0.0001	0.85					
relevant	1 - NGSL	1502	57.379	54.68	0.8309	"17,815"	"1,487"	0.0001	0.86					
explore	1 - NGSL	1503	57.371	54.59	0.9087	"16,451"	"1,571"	0.0001	0.87					
leadership	1 - NGSL	1504	57.368	54.55	0.8829	"16,876"	"1,541"	0.0001	0.87					
commitment	1 - NGSL	1505	57.362	54.47	0.8587	"17,279"	"1,513"	0.0001	0.86					
wake	1 - NGSL	1506	57.361	54.47	0.9349	"16,009"	"1,593"	0.0001	0.87					
necessarily	1 - NGSL	1507	57.348	54.30	0.9367	"15,948"	"1,598"	0.0001	0.87					
bright	1 - NGSL	1508	57.341	54.21	0.9182	"16,183"	"1,587"	0.0001	0.87					
frame	1 - NGSL	1509	57.338	54.18	0.9531	"15,661"	"1,620"	0.0001	0.87					
slowly	1 - NGSL	1510	57.337	54.16	0.8177	"17,835"	"1,486"	0.0001	0.86					
bond	1 - NGSL	1511	57.336	54.15	0.7305	"19,799"	"1,355"	0.0001	0.85					
hire	1 - NGSL	1512	57.336	54.15	0.9657	"15,480"	"1,631"	0.0001	0.87					
hole	1 - NGSL	1513	57.328	54.05	0.9598	"15,531"	"1,628"	0.0001	0.87					
tie	1 - NGSL	1514	57.326	54.02	0.9587	"15,542"	"1,625"	0.0001	0.87					
internal	1 - NGSL	1515	57.325	54.02	0.8792	"16,756"	"1,552"	0.0001	0.87					
chain	1 - NGSL	1516	57.319	53.94	0.9414	"15,763"	"1,616"	0.0001	0.87					
literature	1 - NGSL	1517	57.294	53.63	0.8316	"17,438"	"1,503"	0.0001	0.86					
victim	1 - NGSL	1518	57.288	53.56	0.9225	"15,940"	"1,599"	0.0001	0.87					
threaten	1 - NGSL	1519	57.282	53.48	0.9520	"15,482"	"1,630"	0.0001	0.87					
division	1 - NGSL	1520	57.278	53.43	0.9054	"16,163"	"1,589"	0.0001	0.87					
secure	1 - NGSL	1521	57.275	53.39	0.9296	"15,780"	"1,614"	0.0001	0.87					
amaze	1 - NGSL	1522	57.270	53.34	0.9182	"15,934"	"1,601"	0.0001	0.87					
device	1 - NGSL	1523	57.264	53.26	0.9115	"16,012"	"1,592"	0.0001	0.87					
birth	1 - NGSL	1524	57.264	53.26	0.9401	"15,582"	"1,624"	0.0001	0.87					
forest	1 - NGSL	1525	57.260	53.22	0.9282	"15,739"	"1,617"	0.0001	0.87					
label	1 - NGSL	1526	57.259	53.20	0.8592	"16,819"	"1,546"	0.0001	0.87					
root	1 - NGSL	1527	57.256	53.16	0.9233	"15,798"	"1,613"	0.0001	0.87					
factory	1 - NGSL	1528	57.251	53.09	0.9468	"15,439"	"1,638"	0.0001	0.87					
expense	1 - NGSL	1529	57.250	53.08	0.6455	"21,602"	"1,256"	0.0001	0.85					
channel	1 - NGSL	1530	57.249	53.08	0.9482	"15,415"	"1,639"	0.0001	0.87					
investigate	1 - NGSL	1531	57.246	53.04	0.8777	"16,479"	"1,567"	0.0001	0.87					
recommendation	1 - NGSL	1532	57.243	53.00	0.8792	"16,438"	"1,574"	0.0001	0.87					
rank	1 - NGSL	1533	57.235	52.90	0.9128	"15,880"	"1,606"	0.0001	0.87					
typical	1 - NGSL	1534	57.233	52.89	0.9413	"15,455"	"1,635"	0.0001	0.87					
west	1 - NGSL	1535	57.232	52.87	0.8588	"16,752"	"1,553"	0.0001	0.87					
friendly	1 - NGSL	1536	57.231	52.86	0.8438	"16,959"	"1,534"	0.0001	0.86					
resident	1 - NGSL	1537	57.228	52.82	0.9474	"15,358"	"1,644"	0.0001	0.87					
provision	1 - NGSL	1538	57.226	52.79	0.6980	"20,048"	"1,339"	0.0001	0.85					
concentrate	1 - NGSL	1539	57.223	52.76	0.9604	"15,152"	"1,659"	0.0001	0.87					
plenty	1 - NGSL	1540	57.215	52.66	0.9607	"15,121"	"1,660"	0.0001	0.87					
export	1 - NGSL	1541	57.214	52.65	0.7496	"18,780"	"1,427"	0.0001	0.86					
entirely	1 - NGSL	1542	57.212	52.62	0.9494	"15,266"	"1,648"	0.0001	0.87					
strongly	1 - NGSL	1543	57.210	52.60	0.9364	"15,442"	"1,637"	0.0001	0.87					
bridge	1 - NGSL	1544	57.202	52.50	0.9545	"15,162"	"1,658"	0.0001	0.87					
consist	1 - NGSL	1545	57.200	52.48	0.7915	"17,790"	"1,488"	0.0001	0.86					
graduate	1 - NGSL	1546	57.197	52.44	0.9510	"15,193"	"1,654"	0.0001	0.87					
brand	1 - NGSL	1547	57.193	52.39	0.9258	"15,540"	"1,626"	0.0001	0.87					
moral	1 - NGSL	1548	57.175	52.18	0.9255	"15,477"	"1,632"	0.0001	0.87					
insist	1 - NGSL	1549	57.173	52.16	0.9456	"15,183"	"1,656"	0.0001	0.87					
combination	1 - NGSL	1550	57.171	52.14	0.8952	"15,923"	"1,603"	0.0001	0.87					
abuse	1 - NGSL	1551	57.169	52.11	0.8997	"15,849"	"1,610"	0.0001	0.87					
ice	1 - NGSL	1552	57.164	52.04	0.9401	"15,232"	"1,651"	0.0001	0.87					
principal	1 - NGSL	1553	57.163	52.04	0.7891	"17,767"	"1,489"	0.0001	0.86					
master	1 - NGSL	1554	57.161	52.01	0.9391	"15,229"	"1,652"	0.0001	0.87					
definitely	1 - NGSL	1555	57.160	52.00	0.8900	"15,969"	"1,596"	0.0001	0.87					
session	1 - NGSL	1556	57.156	51.96	0.9367	"15,254"	"1,649"	0.0001	0.87					
grade	1 - NGSL	1557	57.155	51.94	0.9202	"15,493"	"1,629"	0.0001	0.87					
nevertheless	1 - NGSL	1558	57.155	51.94	0.8946	"15,856"	"1,609"	0.0001	0.87					
predict	1 - NGSL	1559	57.145	51.82	0.8722	"16,181"	"1,588"	0.0001	0.87					
previously	1 - NGSL	1560	57.138	51.74	0.8256	"16,945"	"1,535"	0.0001	0.86					
protection	1 - NGSL	1561	57.138	51.73	0.8918	"15,866"	"1,607"	0.0001	0.87					
largely	1 - NGSL	1562	57.136	51.71	0.8497	"16,514"	"1,563"	0.0001	0.87					
wed	1 - NGSL	1563	57.132	51.66	0.8571	"16,355"	"1,578"	0.0001	0.87					
rent	1 - NGSL	1564	57.128	51.61	0.9429	"15,064"	"1,666"	0.0001	0.87					
shot	1 - NGSL	1565	57.124	51.57	0.9012	"15,659"	"1,621"	0.0001	0.87					
appearance	1 - NGSL	1566	57.123	51.56	0.9430	"15,042"	"1,668"	0.0001	0.87					
reasonable	1 - NGSL	1567	57.122	51.55	0.9469	"14,994"	"1,672"	0.0001	0.87					
guarantee	1 - NGSL	1568	57.120	51.53	0.8860	"15,900"	"1,605"	0.0001	0.87					
till	1 - NGSL	1569	57.118	51.50	0.8106	"17,106"	"1,523"	0.0001	0.86					
theme	1 - NGSL	1570	57.111	51.42	0.9549	"14,844"	"1,685"	0.0001	0.87					
judgment	1 - NGSL	1571	57.109	51.40	0.9148	"15,414"	"1,640"	0.0001	0.87					
odd	1 - NGSL	1572	57.109	51.40	0.9391	"15,052"	"1,667"	0.0001	0.87					
approve	1 - NGSL	1573	57.101	51.30	0.9103	"15,455"	"1,635"	0.0001	0.87					
loan	1 - NGSL	1574	57.097	51.25	0.8461	"16,474"	"1,569"	0.0001	0.87					
definition	1 - NGSL	1575	57.097	51.25	0.8357	"16,607"	"1,561"	0.0001	0.87					
elect	1 - NGSL	1576	57.092	51.19	0.8878	"15,764"	"1,615"	0.0001	0.87					
atmosphere	1 - NGSL	1577	57.078	51.03	0.9440	"14,875"	"1,680"	0.0001	0.87					
farmer	1 - NGSL	1578	57.078	51.02	0.9291	"15,089"	"1,663"	0.0001	0.87					
comparison	1 - NGSL	1579	57.073	50.97	0.8012	"17,099"	"1,525"	0.0001	0.86					
characteristic	1 - NGSL	1580	57.072	50.96	0.7573	"17,929"	"1,478"	0.0001	0.86					
license	1 - NGSL	1581	57.068	50.91	0.9219	"15,163"	"1,657"	0.0001	0.87					
rely	1 - NGSL	1582	57.067	50.90	0.9332	"14,993"	"1,673"	0.0001	0.87					
narrow	1 - NGSL	1583	57.066	50.89	0.9181	"15,194"	"1,653"	0.0001	0.87					
succeed	1 - NGSL	1584	57.064	50.87	0.9607	"14,605"	"1,696"	0.0001	0.87					
identity	1 - NGSL	1585	57.061	50.82	0.8856	"15,655"	"1,622"	0.0001	0.87					
desk	1 - NGSL	1586	57.054	50.74	0.8307	"16,491"	"1,564"	0.0001	0.87					
permit	1 - NGSL	1587	57.044	50.63	0.8459	"16,258"	"1,583"	0.0001	0.87					
seriously	1 - NGSL	1588	57.041	50.59	0.9918	"14,128"	"1,733"	0.0001	0.88					
wild	1 - NGSL	1589	57.033	50.50	0.9548	"14,577"	"1,698"	0.0001	0.87					
empty	1 - NGSL	1590	57.027	50.43	0.8991	"15,326"	"1,645"	0.0001	0.87					
commission	1 - NGSL	1591	57.020	50.35	0.8608	"15,937"	"1,600"	0.0001	0.87					
unique	1 - NGSL	1592	57.017	50.32	0.9297	"14,868"	"1,682"	0.0001	0.87					
association	1 - NGSL	1593	57.013	50.27	0.8405	"16,210"	"1,586"	0.0001	0.87					
instrument	1 - NGSL	1594	57.010	50.24	0.8829	"15,533"	"1,627"	0.0001	0.87					
investor	1 - NGSL	1595	57.009	50.22	0.6025	"21,724"	"1,250"	0.0001	0.84					
practical	1 - NGSL	1596	57.009	50.22	0.9282	"14,860"	"1,683"	0.0001	0.87					
tea	1 - NGSL	1597	56.998	50.10	0.8221	"16,441"	"1,572"	0.0001	0.87					
lovely	1 - NGSL	1598	56.992	50.03	0.8310	"16,276"	"1,582"	0.0001	0.87					
soft	1 - NGSL	1599	56.991	50.02	0.9164	"14,957"	"1,676"	0.0001	0.87					
row	1 - NGSL	1600	56.991	50.02	0.9704	"14,236"	"1,721"	0.0001	0.88					
youth	1 - NGSL	1601	56.988	49.98	0.9728	"14,195"	"1,727"	0.0001	0.88					
lock	1 - NGSL	1602	56.981	49.90	0.9268	"14,781"	"1,687"	0.0001	0.87					
fuel	1 - NGSL	1603	56.977	49.85	0.9182	"14,895"	"1,679"	0.0001	0.87					
expectation	1 - NGSL	1604	56.976	49.85	0.9728	"14,158"	"1,729"	0.0001	0.88					
employment	1 - NGSL	1605	56.976	49.84	0.8503	"15,927"	"1,602"	0.0001	0.87					
celebrate	1 - NGSL	1606	56.974	49.82	0.9646	"14,256"	"1,717"	0.0001	0.88					
sexual	1 - NGSL	1607	56.968	49.75	0.8919	"15,245"	"1,650"	0.0001	0.87					
shoulder	1 - NGSL	1608	56.962	49.68	0.6816	"19,018"	"1,409"	0.0001	0.86					
breath	1 - NGSL	1609	56.962	49.68	0.6650	"19,516"	"1,377"	0.0001	0.85					
increasingly	1 - NGSL	1610	56.962	49.68	0.8940	"15,187"	"1,655"	0.0001	0.87					
import	1 - NGSL	1611	56.951	49.55	0.8270	"16,219"	"1,585"	0.0001	0.87					
bottle	1 - NGSL	1612	56.949	49.54	0.9122	"14,875"	"1,680"	0.0001	0.87					
ourselves	1 - NGSL	1613	56.946	49.50	0.9724	"14,065"	"1,736"	0.0001	0.88					
sheet	1 - NGSL	1614	56.941	49.44	0.9358	"14,527"	"1,702"	0.0001	0.87					
engine	1 - NGSL	1615	56.937	49.40	0.9435	"14,408"	"1,709"	0.0001	0.87					
cast	1 - NGSL	1616	56.933	49.35	0.9283	"14,599"	"1,697"	0.0001	0.87					
notion	1 - NGSL	1617	56.932	49.34	0.8951	"15,067"	"1,665"	0.0001	0.87					
conservative	1 - NGSL	1618	56.931	49.33	0.8413	"15,904"	"1,604"	0.0001	0.87					
journey	1 - NGSL	1619	56.924	49.25	0.9317	"14,520"	"1,703"	0.0001	0.87					
opposition	1 - NGSL	1620	56.921	49.21	0.8762	"15,316"	"1,646"	0.0001	0.87					
relief	1 - NGSL	1621	56.920	49.20	0.9486	"14,288"	"1,714"	0.0001	0.88					
debt	1 - NGSL	1622	56.919	49.20	0.8305	"16,069"	"1,590"	0.0001	0.87					
honor	1 - NGSL	1623	56.909	49.08	0.9594	"14,112"	"1,734"	0.0001	0.88					
outcome	1 - NGSL	1624	56.894	48.91	0.7865	"16,679"	"1,556"	0.0001	0.87					
blame	1 - NGSL	1625	56.890	48.86	0.9514	"14,152"	"1,731"	0.0001	0.88					
explanation	1 - NGSL	1626	56.886	48.82	0.9131	"14,645"	"1,692"	0.0001	0.87					
arise	1 - NGSL	1627	56.885	48.81	0.8446	"15,673"	"1,618"	0.0001	0.87					
musical	1 - NGSL	1628	56.884	48.80	0.8850	"15,036"	"1,669"	0.0001	0.87					
recover	1 - NGSL	1629	56.871	48.65	0.9717	"13,830"	"1,761"	0.0001	0.88					
dad	1 - NGSL	1630	56.869	48.63	0.8090	"16,226"	"1,584"	0.0001	0.87					
stretch	1 - NGSL	1631	56.867	48.61	0.8880	"14,938"	"1,677"	0.0001	0.87					
declare	1 - NGSL	1632	56.863	48.57	0.9253	"14,410"	"1,708"	0.0001	0.87					
retire	1 - NGSL	1633	56.855	48.48	0.9669	"13,843"	"1,760"	0.0001	0.88					
tiny	1 - NGSL	1634	56.850	48.41	0.9149	"14,500"	"1,704"	0.0001	0.87					
careful	1 - NGSL	1635	56.844	48.35	0.9909	"13,512"	"1,794"	0.0000	0.88					
suitable	1 - NGSL	1636	56.844	48.35	0.7698	"16,760"	"1,551"	0.0001	0.87					
native	1 - NGSL	1637	56.839	48.29	0.9041	"14,611"	"1,695"	0.0001	0.87					
fruit	1 - NGSL	1638	56.839	48.29	0.9563	"13,919"	"1,745"	0.0001	0.88					
analyze	1 - NGSL	1639	56.835	48.25	0.8153	"15,949"	"1,597"	0.0001	0.87					
witness	1 - NGSL	1640	56.834	48.23	0.9373	"14,157"	"1,730"	0.0001	0.88					
mail	1 - NGSL	1641	56.833	48.23	0.9039	"14,618"	"1,693"	0.0001	0.87					
terrible	1 - NGSL	1642	56.831	48.21	0.9126	"14,477"	"1,705"	0.0001	0.87					
researcher	1 - NGSL	1643	56.817	48.05	0.8202	"15,820"	"1,611"	0.0001	0.87					
ordinary	1 - NGSL	1644	56.805	47.92	0.9626	"13,736"	"1,770"	0.0001	0.88					
selection	1 - NGSL	1645	56.785	47.70	0.8445	"15,311"	"1,647"	0.0001	0.87					
anywhere	1 - NGSL	1646	56.782	47.66	0.9617	"13,675"	"1,774"	0.0000	0.88					
mental	1 - NGSL	1647	56.777	47.61	0.9090	"14,339"	"1,712"	0.0001	0.87					
participant	1 - NGSL	1648	56.769	47.52	0.7385	"17,103"	"1,524"	0.0001	0.86					
vision	1 - NGSL	1649	56.762	47.45	0.9386	"13,903"	"1,748"	0.0001	0.88					
personality	1 - NGSL	1650	56.760	47.43	0.9109	"14,256"	"1,717"	0.0001	0.88					
specifically	1 - NGSL	1651	56.759	47.41	0.9086	"14,300"	"1,713"	0.0001	0.87					
fat	1 - NGSL	1652	56.755	47.37	0.9467	"13,774"	"1,767"	0.0001	0.88					
entry	1 - NGSL	1653	56.754	47.36	0.8507	"15,111"	"1,661"	0.0001	0.87					
fellow	1 - NGSL	1654	56.754	47.36	0.9363	"13,905"	"1,746"	0.0001	0.88					
chemical	1 - NGSL	1655	56.752	47.33	0.9322	"13,953"	"1,741"	0.0001	0.88					
capture	1 - NGSL	1656	56.749	47.30	0.9115	"14,219"	"1,723"	0.0001	0.88					
tip	1 - NGSL	1657	56.744	47.25	0.9411	"13,811"	"1,763"	0.0001	0.88					
discount	1 - NGSL	1658	56.743	47.24	0.7536	"16,679"	"1,556"	0.0001	0.87					
peak	1 - NGSL	1659	56.739	47.19	0.8746	"14,686"	"1,690"	0.0001	0.87					
chairman	1 - NGSL	1660	56.727	47.06	0.8953	"14,387"	"1,710"	0.0001	0.87					
proportion	1 - NGSL	1661	56.726	47.05	0.8245	"15,412"	"1,641"	0.0001	0.87					
ear	1 - NGSL	1662	56.720	46.99	0.8806	"14,539"	"1,700"	0.0001	0.87					
disappear	1 - NGSL	1663	56.712	46.90	0.9491	"13,607"	"1,781"	0.0000	0.88					
shout	1 - NGSL	1664	56.708	46.86	0.7812	"16,045"	"1,591"	0.0001	0.87					
yard	1 - NGSL	1665	56.708	46.86	0.8971	"14,277"	"1,716"	0.0001	0.88					
constant	1 - NGSL	1666	56.707	46.85	0.9022	"14,202"	"1,726"	0.0001	0.88					
significantly	1 - NGSL	1667	56.690	46.67	0.7105	"17,326"	"1,511"	0.0001	0.86					
hill	1 - NGSL	1668	56.673	46.48	0.9148	"13,923"	"1,743"	0.0001	0.88					
considerable	1 - NGSL	1669	56.672	46.47	0.8457	"14,897"	"1,678"	0.0001	0.87					
instruction	1 - NGSL	1670	56.671	46.47	0.9237	"13,810"	"1,764"	0.0001	0.88					
intelligence	1 - NGSL	1671	56.667	46.41	0.8700	"14,533"	"1,701"	0.0001	0.87					
ideal	1 - NGSL	1672	56.660	46.35	0.9341	"13,635"	"1,777"	0.0000	0.88					
folk	1 - NGSL	1673	56.658	46.32	0.8674	"14,555"	"1,699"	0.0001	0.87					
surely	1 - NGSL	1674	56.657	46.31	0.9134	"13,885"	"1,752"	0.0001	0.88					
guard	1 - NGSL	1675	56.655	46.29	0.9121	"13,905"	"1,746"	0.0001	0.88					
cat	1 - NGSL	1676	56.653	46.27	0.9358	"13,590"	"1,784"	0.0000	0.88					
somewhat	1 - NGSL	1677	56.649	46.22	0.9543	"13,350"	"1,813"	0.0000	0.88					
kiss	1 - NGSL	1678	56.644	46.17	0.6849	"17,590"	"1,498"	0.0001	0.86					
presentation	1 - NGSL	1679	56.642	46.15	0.8411	"14,858"	"1,684"	0.0001	0.87					
joint	1 - NGSL	1680	56.640	46.13	0.8842	"14,244"	"1,720"	0.0001	0.88					
compete	1 - NGSL	1681	56.638	46.11	0.9348	"13,562"	"1,786"	0.0000	0.88					
poll	1 - NGSL	1682	56.635	46.08	0.7535	"16,374"	"1,577"	0.0001	0.87					
weak	1 - NGSL	1683	56.630	46.03	0.9618	"13,202"	"1,821"	0.0000	0.88					
faith	1 - NGSL	1684	56.629	46.02	0.9433	"13,429"	"1,803"	0.0000	0.88					
reduction	1 - NGSL	1685	56.620	45.92	0.8219	"15,110"	"1,662"	0.0001	0.87					
reserve	1 - NGSL	1686	56.608	45.79	0.9024	"13,897"	"1,750"	0.0001	0.88					
complaint	1 - NGSL	1687	56.607	45.79	0.9310	"13,514"	"1,793"	0.0000	0.88					
bore	1 - NGSL	1688	56.601	45.72	0.8199	"15,026"	"1,670"	0.0001	0.87					
mission	1 - NGSL	1689	56.598	45.69	0.9074	"13,799"	"1,765"	0.0001	0.88					
